id	user	user_id	date	date_kind	lon	lat	pos_accuracy	geoprivacy	quality_grade	photo_url
8815520	taewoo	433429	2013-11-04	observed_on	105.8012335	21.0477747	162	open	research	https://static.inaturalist.org/photos/11841820/square.jpeg
8872362	taewoo	433429	2013-11-04	observed_on	105.6233581	21.4293606	204	open	needs_id	https://static.inaturalist.org/photos/11930143/square.jpeg
8872363	taewoo	433429	2013-11-04	observed_on	105.6233525	21.4293611	31	open	needs_id	https://static.inaturalist.org/photos/11930144/square.jpeg
8872364	taewoo	433429	2013-11-04	observed_on	105.6233525	21.4293611	31	open	needs_id	https://static.inaturalist.org/photos/11930146/square.jpeg
8995385	nrmoffett	722029	2017-11-30	observed_on	105.7257187	21.0184691	10	open	casual	https://static.inaturalist.org/photos/12124354/square.jpg
8995418	nrmoffett	722029	2017-11-30	observed_on	105.7256210	21.0183125	5	open	casual	https://static.inaturalist.org/photos/12124361/square.jpg
8995426	nrmoffett	722029	2017-11-30	observed_on	105.7256031	21.0183096	5	open	casual	https://static.inaturalist.org/photos/12124376/square.jpg
8995430	nrmoffett	722029	2017-11-30	observed_on	105.7255770	21.0185280	5	open	casual	https://static.inaturalist.org/photos/12124384/square.jpg
8995439	nrmoffett	722029	2017-11-30	observed_on	105.7252159	21.0179704	65	open	needs_id	https://static.inaturalist.org/photos/12124390/square.jpg
9155645	kimhummer	735191	2017-12-14	created_at	105.6310333	21.4807000		open	casual	https://inaturalist-open-data.s3.amazonaws.com/photos/12381070/square.jpg
9200215	carita	309220	2017-12-19	observed_on	105.8559500	21.0375305	10	open	casual	https://inaturalist-open-data.s3.amazonaws.com/photos/12455342/square.jpg
9200219	carita	309220	2017-12-19	observed_on	105.8558967	21.0375112	10	open	casual	https://inaturalist-open-data.s3.amazonaws.com/photos/12455351/square.jpg
9200241	carita	309220	2017-12-19	observed_on	105.8553000	21.0375917	10	open	casual	https://inaturalist-open-data.s3.amazonaws.com/photos/12455384/square.jpg
9200248	carita	309220	2017-12-19	observed_on	105.8553000	21.0375917	10	open	casual	https://inaturalist-open-data.s3.amazonaws.com/photos/12455399/square.jpg
9216322	carita	309220	2017-12-20	observed_on	105.8473667	21.0303528	5	open	casual	https://inaturalist-open-data.s3.amazonaws.com/photos/12467384/square.jpg
9216326	carita	309220	2017-12-20	observed_on	105.8445050	21.0300167	10	open	research	https://inaturalist-open-data.s3.amazonaws.com/photos/12467405/square.jpg
